Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:15 2013

Compound 1:  buspirone

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
249	249	SP118414_20131030_CYP3A4_Stab_473	T15 ketoprofen	Analyte		1.09	50903	193217	0.263	bb		
250	250	SP118414_20131030_CYP3A4_Stab_474	T10 ketoprofen	Analyte		1.09	49297	190263	0.259	bb		
251	251	SP118414_20131030_CYP3A4_Stab_475	T5 ketoprofen	Analyte		1.09	50615	189895	0.267	bb		
252	252	SP118414_20131030_CYP3A4_Stab_476	T0 ketoprofen	Analyte		1.09	57845	202971	0.285	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
211	211	SP118414_20131030_CYP3A4_Stab_50	Blank ketoprofen	Analyte	1.00	0.95	228227		228000	bb		
212	212	SP118414_20131030_CYP3A4_Stab_51	T60 ketoprofen	Analyte	1.00	0.95	240294		240000	bb		
213	213	SP118414_20131030_CYP3A4_Stab_52	T30 ketoprofen	Analyte	1.00	0.95	264947		265000	bb		
214	214	SP118414_20131030_CYP3A4_Stab_53	T15 ketoprofen	Analyte	1.00	0.95	234080		234000	bb		
215	215	SP118414_20131030_CYP3A4_Stab_54	T10 ketoprofen	Analyte	1.00	0.95	235725		236000	bb		
216	216	SP118414_20131030_CYP3A4_Stab_55	T5 ketoprofen	Analyte	1.00	0.95	230168		230000	bb		
217	217	SP118414_20131030_CYP3A4_Stab_56	T0 ketoprofen	Analyte	1.00	0.95	248853		249000	bb		
218	218	SP118414_20131030_CYP3A4_Stab_169	Blank ketoprofen	Analyte	1.00	0.95	224541		225000	bb		
219	219	SP118414_20131030_CYP3A4_Stab_170	T60 ketoprofen	Analyte	1.00	0.95	207191		207000	bb		
220	220	SP118414_20131030_CYP3A4_Stab_171	T30 ketoprofen	Analyte	1.00	0.95	212387		212000	bb		
221	221	SP118414_20131030_CYP3A4_Stab_172	T15 ketoprofen	Analyte	1.00	0.95	223133		223000	bb		
222	222	SP118414_20131030_CYP3A4_Stab_173	T10 ketoprofen	Analyte	1.00	0.95	184184		184000	bb		
223	223	SP118414_20131030_CYP3A4_Stab_174	T5 ketoprofen	Analyte	1.00	0.95	193538		194000	bb		
224	224	SP118414_20131030_CYP3A4_Stab_175	T0 ketoprofen	Analyte	1.00	0.95	219743		220000	bb		
225	225	SP118414_20131030_CYP3A4_Stab_246	Blank ketoprofen	Analyte	1.00	0.95	193719		194000	bb		
226	226	SP118414_20131030_CYP3A4_Stab_247	T60 ketoprofen	Analyte	1.00	0.95	199397		199000	bb		
227	227	SP118414_20131030_CYP3A4_Stab_248	T30 ketoprofen	Analyte	1.00	0.95	197765		198000	bb		
228	228	SP118414_20131030_CYP3A4_Stab_249	T15 ketoprofen	Analyte	1.00	0.95	197463		197000	bb		
229	229	SP118414_20131030_CYP3A4_Stab_250	T10 ketoprofen	Analyte	1.00	0.95	192100		192000	bb		
230	230	SP118414_20131030_CYP3A4_Stab_251	T5 ketoprofen	Analyte	1.00	0.95	191480		191000	bb		
231	231	SP118414_20131030_CYP3A4_Stab_252	T0 ketoprofen	Analyte	1.00	0.95	220261		220000	bb		
232	232	SP118414_20131030_CYP3A4_Stab_323	Blank ketoprofen	Analyte	1.00	0.95	208024		208000	bb		
233	233	SP118414_20131030_CYP3A4_Stab_324	T60 ketoprofen	Analyte	1.00	0.95	203274		203000	bb		
234	234	SP118414_20131030_CYP3A4_Stab_325	T30 ketoprofen	Analyte	1.00	0.95	196843		197000	bb		
235	235	SP118414_20131030_CYP3A4_Stab_326	T15 ketoprofen	Analyte	1.00	0.95	199084		199000	bb		
236	236	SP118414_20131030_CYP3A4_Stab_327	T10 ketoprofen	Analyte	1.00	0.95	197215		197000	bb		
237	237	SP118414_20131030_CYP3A4_Stab_328	T5 ketoprofen	Analyte	1.00	0.95	189130		189000	bb		
238	238	SP118414_20131030_CYP3A4_Stab_329	T0 ketoprofen	Analyte	1.00	0.95	207394		207000	bb		
239	239	SP118414_20131030_CYP3A4_Stab_393	Blank ketoprofen	Analyte	1.00	0.95	205711		206000	bb		
240	240	SP118414_20131030_CYP3A4_Stab_394	T60 ketoprofen	Analyte	1.00	0.96	195074		195000	bb		
241	241	SP118414_20131030_CYP3A4_Stab_395	T30 ketoprofen	Analyte	1.00	0.95	194316		194000	bb		
242	242	SP118414_20131030_CYP3A4_Stab_396	T15 ketoprofen	Analyte	1.00	0.95	195927		196000	bb		
243	243	SP118414_20131030_CYP3A4_Stab_397	T10 ketoprofen	Analyte	1.00	0.95	188323		188000	bb		
244	244	SP118414_20131030_CYP3A4_Stab_398	T5 ketoprofen	Analyte	1.00	0.95	191784		192000	bb		
245	245	SP118414_20131030_CYP3A4_Stab_399	T0 ketoprofen	Analyte	1.00	0.95	204808		205000	bb		
246	246	SP118414_20131030_CYP3A4_Stab_470	Blank ketoprofen	Analyte	1.00	0.95	192349		192000	bb		
247	247	SP118414_20131030_CYP3A4_Stab_471	T60 ketoprofen	Analyte	1.00	0.95	191475		191000	bb		
248	248	SP118414_20131030_CYP3A4_Stab_472	T30 ketoprofen	Analyte	1.00	0.95	199730		200000	bb		
249	249	SP118414_20131030_CYP3A4_Stab_473	T15 ketoprofen	Analyte	1.00	0.95	193217		193000	bb		
250	250	SP118414_20131030_CYP3A4_Stab_474	T10 ketoprofen	Analyte	1.00	0.95	190263		190000	bb		
251	251	SP118414_20131030_CYP3A4_Stab_475	T5 ketoprofen	Analyte	1.00	0.95	189895		190000	bb		
252	252	SP118414_20131030_CYP3A4_Stab_476	T0 ketoprofen	Analyte	1.00	0.95	202971		203000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:15 2013

Compound 1:  risperidone

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
253	253	SP118414_20131030_CYP3A4_Stab_57	Blank respiridone	Analyte		0.83	202	204647	0.000989	bb		
254	254	SP118414_20131030_CYP3A4_Stab_58	T60 respiridone	Analyte		0.83	284752	192136	1.48	bb		
255	255	SP118414_20131030_CYP3A4_Stab_59	T30 respiridone	Analyte		0.83	358287	198675	1.80	bb		
256	256	SP118414_20131030_CYP3A4_Stab_60	T15 respiridone	Analyte		0.83	391151	197123	1.98	bb		
257	257	SP118414_20131030_CYP3A4_Stab_61	T10 respiridone	Analyte		0.83	410415	191807	2.14	bb		
258	258	SP118414_20131030_CYP3A4_Stab_62	T5 respiridone	Analyte		0.83	422302	188636	2.24	MM		
259	259	SP118414_20131030_CYP3A4_Stab_63	T0 respiridone	Analyte		0.83	542801	244146	2.22	MM		
260	260	SP118414_20131030_CYP3A4_Stab_64	Blank respiridone	Analyte		0.83	12271	183137	0.0670	MM		
261	261	SP118414_20131030_CYP3A4_Stab_65	T60 respiridone	Analyte		0.83	260960	196507	1.33	bb		
262	262	SP118414_20131030_CYP3A4_Stab_66	T30 respiridone	Analyte		0.83	319219	202120	1.58	bb		
263	263	SP118414_20131030_CYP3A4_Stab_67	T15 respiridone	Analyte		0.83	407693	229058	1.78	bb		
264	264	SP118414_20131030_CYP3A4_Stab_68	T10 respiridone	Analyte		0.83	359865	187970	1.91	bb		
265	265	SP118414_20131030_CYP3A4_Stab_69	T5 respiridone	Analyte		0.83	382995	181838	2.11	bb		
266	266	SP118414_20131030_CYP3A4_Stab_70	T0 respiridone	Analyte		0.83	482738	205159	2.35	MM		
267	267	SP118414_20131030_CYP3A4_Stab_71	Blank respiridone	Analyte		0.83	13767	186746	0.0737	MM		
268	268	SP118414_20131030_CYP3A4_Stab_72	T60 respiridone	Analyte		0.83	292999	193071	1.52	bb		
269	269	SP118414_20131030_CYP3A4_Stab_73	T30 respiridone	Analyte		0.83	390641	192226	2.03	bb		
270	270	SP118414_20131030_CYP3A4_Stab_74	T15 respiridone	Analyte		0.83	452333	201923	2.24	bb		
271	271	SP118414_20131030_CYP3A4_Stab_75	T10 respiridone	Analyte		0.83	446482	189710	2.35	bb		
272	272	SP118414_20131030_CYP3A4_Stab_76	T5 respiridone	Analyte		0.83	450586	187026	2.41	MM		
273	273	SP118414_20131030_CYP3A4_Stab_77	T0 respiridone	Analyte		0.83	543322	210176	2.59	bb		
274	274	SP118414_20131030_CYP3A4_Stab_574	Blank risperidone	Analyte		0.83	20	146680	0.000133	MM		
275	275	SP118414_20131030_CYP3A4_Stab_575	T60 risperidone	Analyte		0.83	112741	165750	0.680	bb		
276	276	SP118414_20131030_CYP3A4_Stab_576	T30 risperidone	Analyte		0.83	119966	156138	0.768	bb		
277	277	SP118414_20131030_CYP3A4_Stab_577	T15 risperidone	Analyte		0.83	127371	155753	0.818	bb		
278	278	SP118414_20131030_CYP3A4_Stab_578	T10 risperidone	Analyte		0.83	153763	151097	1.02	bd		
279	279	SP118414_20131030_CYP3A4_Stab_579	T5 risperidone	Analyte		0.83	147484	149280	0.988	bd		
280	280	SP118414_20131030_CYP3A4_Stab_580	T0 risperidone	Analyte		0.83	178491	156199	1.14	MM		
281	281	SP118414_20131030_CYP3A4_Stab_581	Blank risperidone	Analyte		0.83	4251	141963	0.0299	MM		
282	282	SP118414_20131030_CYP3A4_Stab_582	T60 risperidone	Analyte		0.83	306462	159287	1.92	bb		
283	283	SP118414_20131030_CYP3A4_Stab_583	T30 risperidone	Analyte		0.83	313939	156407	2.01	MM		
284	284	SP118414_20131030_CYP3A4_Stab_584	T15 risperidone	Analyte		0.83	368412	148679	2.48	bb		
285	285	SP118414_20131030_CYP3A4_Stab_585	T10 risperidone	Analyte		0.83	366593	154625	2.37	MM		
286	286	SP118414_20131030_CYP3A4_Stab_586	T5 risperidone	Analyte		0.83	378733	152174	2.49	MM		
287	287	SP118414_20131030_CYP3A4_Stab_587	T0 risperidone	Analyte		0.83	556279	164731	3.38	MM		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
253	253	SP118414_20131030_CYP3A4_Stab_57	Blank respiridone	Analyte	1.00	0.95	204647		205000	bb		
254	254	SP118414_20131030_CYP3A4_Stab_58	T60 respiridone	Analyte	1.00	0.95	192136		192000	bb		
255	255	SP118414_20131030_CYP3A4_Stab_59	T30 respiridone	Analyte	1.00	0.95	198675		199000	bb		
256	256	SP118414_20131030_CYP3A4_Stab_60	T15 respiridone	Analyte	1.00	0.95	197123		197000	bb		
257	257	SP118414_20131030_CYP3A4_Stab_61	T10 respiridone	Analyte	1.00	0.95	191807		192000	bb		
258	258	SP118414_20131030_CYP3A4_Stab_62	T5 respiridone	Analyte	1.00	0.95	188636		189000	bb		
259	259	SP118414_20131030_CYP3A4_Stab_63	T0 respiridone	Analyte	1.00	0.96	244146		244000	bb		
260	260	SP118414_20131030_CYP3A4_Stab_64	Blank respiridone	Analyte	1.00	0.95	183137		183000	bb		
261	261	SP118414_20131030_CYP3A4_Stab_65	T60 respiridone	Analyte	1.00	0.95	196507		197000	bb		
262	262	SP118414_20131030_CYP3A4_Stab_66	T30 respiridone	Analyte	1.00	0.95	202120		202000	bb		
263	263	SP118414_20131030_CYP3A4_Stab_67	T15 respiridone	Analyte	1.00	0.95	229058		229000	bb		
264	264	SP118414_20131030_CYP3A4_Stab_68	T10 respiridone	Analyte	1.00	0.95	187970		188000	bb		
265	265	SP118414_20131030_CYP3A4_Stab_69	T5 respiridone	Analyte	1.00	0.95	181838		182000	bb		
266	266	SP118414_20131030_CYP3A4_Stab_70	T0 respiridone	Analyte	1.00	0.95	205159		205000	bb		
267	267	SP118414_20131030_CYP3A4_Stab_71	Blank respiridone	Analyte	1.00	0.95	186746		187000	bb		
268	268	SP118414_20131030_CYP3A4_Stab_72	T60 respiridone	Analyte	1.00	0.95	193071		193000	bb		
269	269	SP118414_20131030_CYP3A4_Stab_73	T30 respiridone	Analyte	1.00	0.96	192226		192000	bb		
270	270	SP118414_20131030_CYP3A4_Stab_74	T15 respiridone	Analyte	1.00	0.95	201923		202000	bb		
271	271	SP118414_20131030_CYP3A4_Stab_75	T10 respiridone	Analyte	1.00	0.95	189710		190000	bb		
272	272	SP118414_20131030_CYP3A4_Stab_76	T5 respiridone	Analyte	1.00	0.96	187026		187000	bb		
273	273	SP118414_20131030_CYP3A4_Stab_77	T0 respiridone	Analyte	1.00	0.95	210176		210000	bb		
274	274	SP118414_20131030_CYP3A4_Stab_574	Blank risperidone	Analyte	1.00	0.96	146680		147000	bb		
275	275	SP118414_20131030_CYP3A4_Stab_575	T60 risperidone	Analyte	1.00	0.95	165750		166000	bb		
276	276	SP118414_20131030_CYP3A4_Stab_576	T30 risperidone	Analyte	1.00	0.96	156138		156000	bb		
277	277	SP118414_20131030_CYP3A4_Stab_577	T15 risperidone	Analyte	1.00	0.96	155753		156000	bb		
278	278	SP118414_20131030_CYP3A4_Stab_578	T10 risperidone	Analyte	1.00	0.96	151097		151000	bb		
279	279	SP118414_20131030_CYP3A4_Stab_579	T5 risperidone	Analyte	1.00	0.95	149280		149000	bb		
280	280	SP118414_20131030_CYP3A4_Stab_580	T0 risperidone	Analyte	1.00	0.95	156199		156000	bb		
281	281	SP118414_20131030_CYP3A4_Stab_581	Blank risperidone	Analyte	1.00	0.95	141963		142000	bb		
282	282	SP118414_20131030_CYP3A4_Stab_582	T60 risperidone	Analyte	1.00	0.95	159287		159000	bb		
283	283	SP118414_20131030_CYP3A4_Stab_583	T30 risperidone	Analyte	1.00	0.95	156407		156000	bb		
284	284	SP118414_20131030_CYP3A4_Stab_584	T15 risperidone	Analyte	1.00	0.95	148679		149000	bb		
285	285	SP118414_20131030_CYP3A4_Stab_585	T10 risperidone	Analyte	1.00	0.95	154625		155000	bb		
286	286	SP118414_20131030_CYP3A4_Stab_586	T5 risperidone	Analyte	1.00	0.95	152174		152000	bb		
287	287	SP118414_20131030_CYP3A4_Stab_587	T0 risperidone	Analyte	1.00	0.95	164731		165000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  alprazolam

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
288	288	SP118414_20131030_CYP3A4_Stab_78	Blank alprazolam	Analyte		1.03	15	218380	0.0000701	MM		
289	289	SP118414_20131030_CYP3A4_Stab_79	T60 alprazolam	Analyte		1.02	100413	258141	0.389	bb		
290	290	SP118414_20131030_CYP3A4_Stab_80	T30 alprazolam	Analyte		1.02	101808	225541	0.451	bb		
291	291	SP118414_20131030_CYP3A4_Stab_81	T15 alprazolam	Analyte		1.02	107006	214278	0.499	bb		
292	292	SP118414_20131030_CYP3A4_Stab_82	T10 alprazolam	Analyte		1.02	111072	213715	0.520	bb		
293	293	SP118414_20131030_CYP3A4_Stab_83	T5 alprazolam	Analyte		1.02	120150	211696	0.568	bb		
294	294	SP118414_20131030_CYP3A4_Stab_84	T0 alprazolam	Analyte		1.02	157112	226509	0.694	bb		
295	295	SP118414_20131030_CYP3A4_Stab_85	Blank alprazolam	Analyte		1.02	1571	230423	0.00682	bb		
296	296	SP118414_20131030_CYP3A4_Stab_86	T60 alprazolam	Analyte		1.02	37419	223398	0.168	bb		
297	297	SP118414_20131030_CYP3A4_Stab_87	T30 alprazolam	Analyte		1.02	39551	216472	0.183	bb		
298	298	SP118414_20131030_CYP3A4_Stab_88	T15 alprazolam	Analyte		1.02	41549	210654	0.197	bb		
299	299	SP118414_20131030_CYP3A4_Stab_89	T10 alprazolam	Analyte		1.02	44232	213406	0.207	bb		
300	300	SP118414_20131030_CYP3A4_Stab_90	T5 alprazolam	Analyte		1.02	45645	204390	0.223	bb		
301	301	SP118414_20131030_CYP3A4_Stab_91	T0 alprazolam	Analyte		1.02	56478	223523	0.253	bb		
302	302	SP118414_20131030_CYP3A4_Stab_92	Blank alprazolam	Analyte		1.02	689	202903	0.00340	bb		
303	303	SP118414_20131030_CYP3A4_Stab_93	T60 alprazolam	Analyte		1.02	34589	221016	0.156	bb		
304	304	SP118414_20131030_CYP3A4_Stab_94	T30 alprazolam	Analyte		1.02	35926	214021	0.168	bb		
305	305	SP118414_20131030_CYP3A4_Stab_95	T15 alprazolam	Analyte		1.02	38315	206020	0.186	bb		
306	306	SP118414_20131030_CYP3A4_Stab_96	T10 alprazolam	Analyte		1.02	41247	214830	0.192	bb		
307	307	SP118414_20131030_CYP3A4_Stab_97	T5 alprazolam	Analyte		1.02	43281	212669	0.204	bb		
308	308	SP118414_20131030_CYP3A4_Stab_98	T0 alprazolam	Analyte		1.02	56343	212768	0.265	bb		
309	309	SP118414_20131030_CYP3A4_Stab_553	Blank alprazolam	Analyte		1.01	18	181966	0.000101	MM		
310	310	SP118414_20131030_CYP3A4_Stab_554	T60 alprazolam	Analyte		1.02	44578	187095	0.238	bb		
311	311	SP118414_20131030_CYP3A4_Stab_555	T30 alprazolam	Analyte		1.02	48608	180575	0.269	bb		
312	312	SP118414_20131030_CYP3A4_Stab_556	T15 alprazolam	Analyte		1.03	53259	184342	0.289	bb		
313	313	SP118414_20131030_CYP3A4_Stab_557	T10 alprazolam	Analyte		1.03	54053	181955	0.297	bb		
314	314	SP118414_20131030_CYP3A4_Stab_558	T5 alprazolam	Analyte		1.02	57431	175131	0.328	bb		
315	315	SP118414_20131030_CYP3A4_Stab_559	T0 alprazolam	Analyte		1.02	77619	191769	0.405	bb		
316	316	SP118414_20131030_CYP3A4_Stab_560	Blank alprazolam	Analyte		1.02	342	172617	0.00198	bd		
317	317	SP118414_20131030_CYP3A4_Stab_561	T60 alprazolam	Analyte		1.03	92325	180102	0.513	bb		
318	318	SP118414_20131030_CYP3A4_Stab_562	T30 alprazolam	Analyte		1.02	104208	190437	0.547	bb		
319	319	SP118414_20131030_CYP3A4_Stab_563	T15 alprazolam	Analyte		1.02	108998	184642	0.590	bb		
320	320	SP118414_20131030_CYP3A4_Stab_564	T10 alprazolam	Analyte		1.03	106906	177776	0.601	bb		
321	321	SP118414_20131030_CYP3A4_Stab_565	T5 alprazolam	Analyte		1.02	108562	179169	0.606	bb		
322	322	SP118414_20131030_CYP3A4_Stab_566	T0 alprazolam	Analyte		1.03	135463	192507	0.704	bb		
323	323	SP118414_20131030_CYP3A4_Stab_567	Blank alprazolam	Analyte		1.02	357	178540	0.00200	MM		
324	324	SP118414_20131030_CYP3A4_Stab_568	T60 alprazolam	Analyte		1.02	86293	184600	0.467	bb		
325	325	SP118414_20131030_CYP3A4_Stab_569	T30 alprazolam	Analyte		1.02	101442	188622	0.538	bb		
326	326	SP118414_20131030_CYP3A4_Stab_570	T15 alprazolam	Analyte		1.02	110922	186040	0.596	bb		
327	327	SP118414_20131030_CYP3A4_Stab_571	T10 alprazolam	Analyte		1.02	107349	174159	0.616	bb		
328	328	SP118414_20131030_CYP3A4_Stab_572	T5 alprazolam	Analyte		1.02	115246	177655	0.649	bb		
329	329	SP118414_20131030_CYP3A4_Stab_573	T0 alprazolam	Analyte		1.02	150283	190082	0.791	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
288	288	SP118414_20131030_CYP3A4_Stab_78	Blank alprazolam	Analyte	1.00	0.96	218380		218000	bb		
289	289	SP118414_20131030_CYP3A4_Stab_79	T60 alprazolam	Analyte	1.00	0.95	258141		258000	bb		
290	290	SP118414_20131030_CYP3A4_Stab_80	T30 alprazolam	Analyte	1.00	0.95	225541		226000	bb		
291	291	SP118414_20131030_CYP3A4_Stab_81	T15 alprazolam	Analyte	1.00	0.95	214278		214000	bb		
292	292	SP118414_20131030_CYP3A4_Stab_82	T10 alprazolam	Analyte	1.00	0.95	213715		214000	bb		
293	293	SP118414_20131030_CYP3A4_Stab_83	T5 alprazolam	Analyte	1.00	0.95	211696		212000	bb		
294	294	SP118414_20131030_CYP3A4_Stab_84	T0 alprazolam	Analyte	1.00	0.95	226509		227000	bb		
295	295	SP118414_20131030_CYP3A4_Stab_85	Blank alprazolam	Analyte	1.00	0.95	230423		230000	bb		
296	296	SP118414_20131030_CYP3A4_Stab_86	T60 alprazolam	Analyte	1.00	0.95	223398		223000	bb		
297	297	SP118414_20131030_CYP3A4_Stab_87	T30 alprazolam	Analyte	1.00	0.95	216472		216000	bb		
298	298	SP118414_20131030_CYP3A4_Stab_88	T15 alprazolam	Analyte	1.00	0.95	210654		211000	bb		
299	299	SP118414_20131030_CYP3A4_Stab_89	T10 alprazolam	Analyte	1.00	0.95	213406		213000	bb		
300	300	SP118414_20131030_CYP3A4_Stab_90	T5 alprazolam	Analyte	1.00	0.95	204390		204000	bb		
301	301	SP118414_20131030_CYP3A4_Stab_91	T0 alprazolam	Analyte	1.00	0.95	223523		224000	bb		
302	302	SP118414_20131030_CYP3A4_Stab_92	Blank alprazolam	Analyte	1.00	0.95	202903		203000	bb		
303	303	SP118414_20131030_CYP3A4_Stab_93	T60 alprazolam	Analyte	1.00	0.95	221016		221000	bb		
304	304	SP118414_20131030_CYP3A4_Stab_94	T30 alprazolam	Analyte	1.00	0.95	214021		214000	bb		
305	305	SP118414_20131030_CYP3A4_Stab_95	T15 alprazolam	Analyte	1.00	0.95	206020		206000	bb		
306	306	SP118414_20131030_CYP3A4_Stab_96	T10 alprazolam	Analyte	1.00	0.95	214830		215000	bb		
307	307	SP118414_20131030_CYP3A4_Stab_97	T5 alprazolam	Analyte	1.00	0.95	212669		213000	bb		
308	308	SP118414_20131030_CYP3A4_Stab_98	T0 alprazolam	Analyte	1.00	0.95	212768		213000	bb		
309	309	SP118414_20131030_CYP3A4_Stab_553	Blank alprazolam	Analyte	1.00	0.96	181966		182000	bb		
310	310	SP118414_20131030_CYP3A4_Stab_554	T60 alprazolam	Analyte	1.00	0.95	187095		187000	bb		
311	311	SP118414_20131030_CYP3A4_Stab_555	T30 alprazolam	Analyte	1.00	0.95	180575		181000	bb		
312	312	SP118414_20131030_CYP3A4_Stab_556	T15 alprazolam	Analyte	1.00	0.96	184342		184000	bb		
313	313	SP118414_20131030_CYP3A4_Stab_557	T10 alprazolam	Analyte	1.00	0.96	181955		182000	bb		
314	314	SP118414_20131030_CYP3A4_Stab_558	T5 alprazolam	Analyte	1.00	0.95	175131		175000	bb		
315	315	SP118414_20131030_CYP3A4_Stab_559	T0 alprazolam	Analyte	1.00	0.95	191769		192000	bb		
316	316	SP118414_20131030_CYP3A4_Stab_560	Blank alprazolam	Analyte	1.00	0.95	172617		173000	bb		
317	317	SP118414_20131030_CYP3A4_Stab_561	T60 alprazolam	Analyte	1.00	0.96	180102		180000	bb		
318	318	SP118414_20131030_CYP3A4_Stab_562	T30 alprazolam	Analyte	1.00	0.95	190437		190000	bb		
319	319	SP118414_20131030_CYP3A4_Stab_563	T15 alprazolam	Analyte	1.00	0.95	184642		185000	bb		
320	320	SP118414_20131030_CYP3A4_Stab_564	T10 alprazolam	Analyte	1.00	0.96	177776		178000	bb		
321	321	SP118414_20131030_CYP3A4_Stab_565	T5 alprazolam	Analyte	1.00	0.95	179169		179000	bb		
322	322	SP118414_20131030_CYP3A4_Stab_566	T0 alprazolam	Analyte	1.00	0.96	192507		193000	bb		
323	323	SP118414_20131030_CYP3A4_Stab_567	Blank alprazolam	Analyte	1.00	0.95	178540		179000	bb		
324	324	SP118414_20131030_CYP3A4_Stab_568	T60 alprazolam	Analyte	1.00	0.95	184600		185000	bb		
325	325	SP118414_20131030_CYP3A4_Stab_569	T30 alprazolam	Analyte	1.00	0.95	188622		189000	bb		
326	326	SP118414_20131030_CYP3A4_Stab_570	T15 alprazolam	Analyte	1.00	0.95	186040		186000	bb		
327	327	SP118414_20131030_CYP3A4_Stab_571	T10 alprazolam	Analyte	1.00	0.95	174159		174000	bb		
328	328	SP118414_20131030_CYP3A4_Stab_572	T5 alprazolam	Analyte	1.00	0.95	177655		178000	bb		
329	329	SP118414_20131030_CYP3A4_Stab_573	T0 alprazolam	Analyte	1.00	0.95	190082		190000	bb		

Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:16 2013

Compound 1:  fluoxetine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
330	330	SP118414_20131030_CYP3A4_Stab_99	Blank fluoxetine	Analyte		0.89	15	231522	0.0000668	bd		
331	331	SP118414_20131030_CYP3A4_Stab_100	T60 fluoxetine	Analyte		0.90	59235	226400	0.262	bb		
332	332	SP118414_20131030_CYP3A4_Stab_101	T30 fluoxetine	Analyte		0.90	60354	221875	0.272	bb		
333	333	SP118414_20131030_CYP3A4_Stab_102	T15 fluoxetine	Analyte		0.90	60163	208947	0.288	bb		
334	334	SP118414_20131030_CYP3A4_Stab_103	T10 fluoxetine	Analyte		0.90	63996	228889	0.280	bb		
335	335	SP118414_20131030_CYP3A4_Stab_104	T5 fluoxetine	Analyte		0.90	58042	206535	0.281	bb		
336	336	SP118414_20131030_CYP3A4_Stab_105	T0 fluoxetine	Analyte		0.90	68135	211386	0.322	bb		
337	337	SP118414_20131030_CYP3A4_Stab_106	Blank fluoxetine	Analyte		0.90	1033	196863	0.00525	bb		
338	338	SP118414_20131030_CYP3A4_Stab_107	T60 fluoxetine	Analyte		0.90	51620	212327	0.243	bb		
339	339	SP118414_20131030_CYP3A4_Stab_108	T30 fluoxetine	Analyte		0.90	50877	199188	0.255	bb		
340	340	SP118414_20131030_CYP3A4_Stab_109	T15 fluoxetine	Analyte		0.90	53914	193650	0.278	bb		
341	341	SP118414_20131030_CYP3A4_Stab_110	T10 fluoxetine	Analyte		0.90	52028	185106	0.281	bb		
342	342	SP118414_20131030_CYP3A4_Stab_111	T5 fluoxetine	Analyte		0.90	50952	174457	0.292	bb		
343	343	SP118414_20131030_CYP3A4_Stab_112	T0 fluoxetine	Analyte		0.90	65039	195974	0.332	bb		
344	344	SP118414_20131030_CYP3A4_Stab_113	Blank fluoxetine	Analyte		0.90	691	220208	0.00314	bb		
345	345	SP118414_20131030_CYP3A4_Stab_114	T60 fluoxetine	Analyte		0.90	30152	199896	0.151	bb		
346	346	SP118414_20131030_CYP3A4_Stab_115	T30 fluoxetine	Analyte		0.90	31240	198091	0.158	bb		
347	347	SP118414_20131030_CYP3A4_Stab_116	T15 fluoxetine	Analyte		0.90	32095	201639	0.159	bb		
348	348	SP118414_20131030_CYP3A4_Stab_117	T10 fluoxetine	Analyte		0.90	30218	186693	0.162	bb		
349	349	SP118414_20131030_CYP3A4_Stab_118	T5 fluoxetine	Analyte		0.90	31362	186642	0.168	bb		
350	350	SP118414_20131030_CYP3A4_Stab_119	T0 fluoxetine	Analyte		0.90	35603	214347	0.166	bb		
351	351	SP118414_20131030_CYP3A4_Stab_533	Blank fluoxetine	Analyte		0.90	10	210833	0.0000491	MM		
352	352	SP118414_20131030_CYP3A4_Stab_534	T60 fluoxetine	Analyte		0.90	44371	194989	0.228	bb		
353	353	SP118414_20131030_CYP3A4_Stab_535	T30 fluoxetine	Analyte		0.90	62611	197939	0.316	bb		
354	354	SP118414_20131030_CYP3A4_Stab_536	T15 fluoxetine	Analyte		0.90	43359	179572	0.241	bb		
355	355	SP118414_20131030_CYP3A4_Stab_537	T10 fluoxetine	Analyte		0.90	63029	191190	0.330	bb		
356	356	SP118414_20131030_CYP3A4_Stab_538	T5 fluoxetine	Analyte		0.90	41027	171637	0.239	bb		
357	357	SP118414_20131030_CYP3A4_Stab_539	T0 fluoxetine	Analyte		0.90	59889	197130	0.304	bb		
358	358	SP118414_20131030_CYP3A4_Stab_540	Blank fluoxetine	Analyte		0.90	606	175048	0.00346	bb		
359	359	SP118414_20131030_CYP3A4_Stab_541	T60 fluoxetine	Analyte		0.90	32991	167867	0.197	bb		
